Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8
ZDHHC4;NM_001134387,NM_001134388,NM_001134389,NM_018106;935;612;329;529;698;909
RNF126;NM_194460;260;182;71;279;383;1158
SNORD116-29;NR_003360;0;0;0;0;0;0
DDA1;NM_024050;293;244;123;430.03;812.25;1150.69
HOXC5;NM_018953,NR_003084;3.71;8.17;4.79;5.16;2.46;15.33
ANKRD65;NM_001145210,NM_001243535,NM_001243536;1;4;2;1;35;0
MMADHC;NM_015702;2229.97;1189;783;2312.99;1299.99;3243.99
CDKN2AIPNL;NM_080656;443;242;136;546.5;277;1234
MIR7113;NR_106963;0;0;0;0;0;0
NHSL2;NM_001013627;21;23;5;0;0;0
RAP2C;NM_001271186,NM_001271187,NM_021183,NR_073150;2607;1682;1086;695.58;425.51;1177.38
SNORD114-5;NR_003197;0;0;0;0;0;0
TCTEX1D1;NM_152665;0;0;0;0;0;0
METTL2B;NM_018396;704.81;549.09;293.15;588.17;476.33;1252.01
KRTAP17-1;NM_031964;0;0;0;0;0;0
FAM71E2;NM_001145402;0;0;0;1;2;2
KAZALD1;NM_030929;188;83;62;40;71;62
FANCL;NM_001114636,NM_018062;300.22;280.13;136.2;363.96;341.43;705.82
ALPPL2;NM_031313;0;0;0;18.43;19.52;6.93
RET;NM_020630,NM_020975;1462;965;708;0;2;0
RPL13P5;NR_002803;7;7;7;10;6;6
TRAPPC3;NM_001270894,NM_001270895,NM_001270896,NM_001270897,NM_014408,NR_073097,NR_073098;716;534;276;809;800;1812
CUL3;NM_001257197,NM_001257198,NM_003590;1703;1617;785;2051;1713.14;3046
RBMX2;NM_016024;687;528;237;339;342;679
SLC27A2;NM_001159629,NM_003645;850;468;448;47;77;145
ARHGEF38-IT1;NR_046840;0;0;0;2;1;2
GBX2;NM_001301687,NM_001485;22;10;8;0;0;1
TGFBR3;NM_001195683,NM_001195684,NM_003243,NR_036634;47;51;19;219.04;163;154
DET1;NM_001144074,NM_017996,NR_026645;91;91;38;47;85;120
OTX1;NM_001199770,NM_014562,NR_130153;15;20;6;12;36;35
PWAR4;NR_022010;0;0;0;0;0;0
C1QTNF3-AMACR;NR_037951;10.79;32.67;12.36;0;33.11;0
WDR35;NM_001006657,NM_020779;262;216;119;293;380;803
MAST3;NM_015016;340;331;148;162.89;318.75;279.66
NF1P2;NR_028506,NR_028506_chr15:22133180_22145802;0;0;0;0;0;0
NKX6-3;NM_152568;0;0;0;0;0;0
C15orf41;NM_001130010,NM_001290232,NM_001290233,NM_032499;116;110;55;128;101;306
LOC400043;NR_026656;1;4;3;43;29;122
HIST1H3H;NM_003536;2129;1075;260;468;152;2285
ERCC6L;NM_017669;424;343;118;165;8;496
NUP210P1;NR_034158;0;0;0;0;0;0
RUNDC3B;NM_001134405,NM_001134406,NM_138290;80;100;53;6;3;5
XPNPEP3;NM_001204827,NM_022098;447.99;400.93;205.41;1362.09;1211.21;1471.79
C21orf62;NM_001162495,NM_001162496,NM_019596;7;7.14;5.02;10.48;12.74;4.03
SIRT2;NM_001193286,NM_012237,NM_030593,NR_034146;320;251;128;534;912;1306
EZR-AS1;NR_102425;1;0;1;0;3;1
KCNJ4;NM_004981,NM_152868;18;3;3;0;3;0
NUP43;NM_198887,NR_104456;766;729;415;949.01;613.02;1462.03
TRIM39-RPP21;NM_001199119;45.87;14.52;0.15;8.69;13.11;38.75
KCND3-IT1;NR_046783;1;2;0;0;0;0
MIR205HG;NM_001104548;28;6;13;90;562.81;390
GSTTP1;NR_003081;0;0;0;0;0;0
NUP85;NM_001303276,NM_024844;1120;974;397;663;440;1380
ZNF90;NM_007138;5;2;2;0;0;0
TP53BP1;NM_001141979,NM_001141980,NM_005657;1616;1455;787;1383;2396;2288
SNORD115-20;NR_003312;0;0;0;0;0;0
ETV6;NM_001987;142;145;81;970;1719.39;868
LINC00996;NR_034033;0;0;0;0;0;0
ACAP3;NM_030649;479;657;195;285;493;1255
DOK2;NM_003974;0;0;0;0;0;0
APOL5;NM_030642;0;0;0;1;0;0
LINC01397;NR_126382;0;0;0;0;0;0
HBS1L;NM_001145158,NM_001145207,NM_006620;1430;1110;606;1602;902;2415
CRB1;NM_001193640,NM_001257965,NM_001257966,NM_201253,NR_047563,NR_047564;0;0;0;0;2;0
MIR1911;NR_031732;0;0;0;0;0;0
MIR3909;NR_037471;0;0;0;0;0;0
DTD1;NM_080820;903;584;267;526;339;1479
ANLN;NM_001284301,NM_001284302,NM_018685;1961;1636;748;9985.97;134;15597.99
KRBOX1;NM_001205272;2;1;1;0;0;0
GTF2IRD2B;NM_001003795;238.62;291.83;111.81;192.43;685.2;196.53
MIR378B;NR_036084;0;0;0;0;0;0
API5;NM_001142930,NM_001142931,NM_001243747,NM_006595,NR_024625;1669;1413;683;1916;1351;2843
FAM106CP;NR_026810;2.98;16.21;4.88;3.19;3.88;5.09
MED6;NM_001284209,NM_001284210,NM_001284211,NM_005466;827;670;348;420.93;367.49;815.52
PARP1;NM_001618;3575;2654;1247;2333;1428;5028
ZNF618;NM_133374;294;340;110;29;303;139.04
N4BP3;NM_015111;3278;1596;997;79;259;126
MIR208B;NR_030624;0;0;0;0;0;0
C11orf98;NM_001286086,NR_104414;789.81;489.96;218.51;343.44;259.69;1183.21
INTS4P2;NR_027392;10.43;4.09;6.18;5.06;12.53;10.81
C1orf112;NM_018186;336;241;155;326;72;690
E2F5;NM_001083588,NM_001083589,NM_001951;266.56;187.65;113.56;126.31;110.89;287.8
PDZD2;NM_178140;72;105;39;373;565;888
OSTN;NM_198184;0;0;0;0;0;0
CASC4;NM_138423,NM_177974;1771;1166;989;4116;3288;4400.28
ZIC1;NM_003412;224;243;125;0;0;0
RNF113B;NM_178861;0;3;0;0;0;0
LOC647859;NR_026578;79.36;41.65;53.71;39.99;17.16;29.07
LOC151121;NR_122040,NR_122041,NR_122042;0;0;0;0;1;0
RBM18;NM_033117,NR_027125,NR_027126;523;360.96;206;658;591.78;934.89
PMVK;NM_006556;206;172;82;181;152;555
MRGPRX2;NM_054030;0;0;0;0;0;0
LINC01193;NR_040094;0;1;2;1;0;0
DISC1;NM_001012957,NM_001012958,NM_001012959,NM_001164537,NM_001164538,NM_001164539,NM_001164540,NM_001164541,NM_001164542,NM_001164544,NM_001164545,NM_001164546,NM_001164547,NM_001164548,NM_001164549,NM_001164550,NM_001164551,NM_001164552,NM_001164553,NM_001164554,NM_001164555,NM_001164556,NM_018662;39.62;27.89;27.65;10.08;28.44;29.11
KRT85;NM_001300810,NM_002283;2.32;0;0;0;0;0
LOC102724933;NR_120492;0;0;0;0;0;0
SYNGR1;NM_004711,NM_145731,NM_145738;155;96;68;17;233;17
LDLR;NM_000527,NM_001195798,NM_001195799,NM_001195800,NM_001195803;2771.11;2937.28;1095.57;2540.63;499.3;5788.35
KLC4;NM_001289034,NM_001289035,NM_138343,NM_201521,NM_201522,NM_201523;291;241;129;210;417;396
BUB1;NM_001278616,NM_001278617,NM_004336;1438;875;458;1166;9;2072
OR2A14;NM_001001659;0;0;0;0;0;0
RMDN3;NM_018145;727;528;357;491;585;893
PRKXP1;NR_073405;49.43;78.54;25.75;21.34;46.66;27.84
LRRC57;NM_153260;183;174;73;288.09;239.64;519.87
SSX9;NR_073393;0;0;0;0;0;0
MIR4711;NR_039861;0;0;0;0;0;0
TBC1D26;NM_178571;2;3.01;1;0;0;0
RASA4B;NM_001277335_chr7:102123585_102158224;144.47;79.61;65.57;6.74;133.61;18.63
LRR1;NM_152329,NM_203467,NR_037792,NR_037793;691;506;207;318;76;583
UBR7;NM_175748,NR_038150;1638;1238;637;656;501;1248
FAM189B;NM_001267608,NM_006589,NM_198264;117;120;50;70;136;193
C1orf64;NM_178840;1;0;0;0;0;0
PNRC1;NM_006813;707;831;306;1132;1419;1762
DEGS1;NM_003676;677;408;295;935.09;543.11;1423.45
CD3G;NM_000073;0;0;0;0;0;0
VPS52;NM_001289174,NM_001289175,NM_001289176,NM_022553;1134.89;875.61;413;669.89;840.9;1200.6
ZNF696;NM_030895;221;220;75;83;149;294.01
DND1;NM_194249;121.94;126.96;54.4;99.61;130.05;219.02
TMEM206;NM_001198862,NM_018252;116;92;52;155;113;208
ZNF577;NM_001135590,NM_032679,NR_024181;1;5;3;29;65;60.02
MMP19;NM_001272101,NM_002429,NR_073606;48.56;72.04;21.49;5.89;39.73;57.83
CYLC2;NM_001340;0;0;0;0;0;1.06
DUS4L;NM_001270419,NM_181581,NR_073002,NR_073003,NR_073004,NR_073005;229.65;159.17;97.3;219.37;156.3;522.16
HLA-DQB2;NM_001198858,NM_001300790;0;0;0;0;0;0
HTR6;NM_000871;7;0;3;5;0;1
KATNBL1;NM_024713;314;302;163;495;201.91;898
FOXJ1;NM_001454;1;1;0;0;50;0
CA5BP1;NR_026551;52.4;36.95;15.15;34.6;36.66;92.24
MIR6754;NR_106812;0;0;0;0;0;0
MROH6;NM_001100878;80;167;34;354;449;1126
TMPRSS11D;NM_004262;4;12;4;107;34;254
LOC221946;NR_126168;73;38;44;30.43;212.83;82.47
ENSA;NM_004436,NM_207042,NM_207043,NM_207044,NM_207045,NM_207046,NM_207047,NM_207168;5240;4204;1860;1751;1400;3564
METTL7B;NM_152637;73;46;34;1;3;9
UBE2J2;NM_058167,NM_194315,NM_194457,NM_194458;671;519;216;479;489;1173
LINC01214;NR_110186,NR_110187;3;2;1;0;0;1
TASP1;NM_017714;398;366;232;215;208;457
LINC01569;NR_039999;32;39;11;9.77;29.75;20.26
FOXP4;NM_001012426,NM_001012427,NM_138457;248;318;135;71;411.12;215.07
GNA11;NM_002067;789;603;261;1468;2035;3377
S100A3;NM_002960;0;0;1;26;9;183
MIR3179-1;NR_036140,NR_036140_chr16:16394015_16394099,NR_036140_chr16:18505750_18505834;0;0;0;0;0;0
TCP10;NM_004610;0;0;0;0;0;0
PLBD1;NM_024829;120;57;38;4;1;1
ACOT8;NM_005469;179.86;108.63;54.61;120.08;197.33;239.82
MIR4491;NR_039712;0;0;0;0;0;0
POM121L12;NM_182595;0;0;0;0;0;0
RNH1;NM_002939,NM_203383,NM_203384,NM_203385,NM_203386,NM_203387,NM_203388,NM_203389;1451;983;395;1513;2186;3443
GM2A;NM_000405,NM_001167607;810;389;437;1659.69;2334.66;3141.1
SCNN1A;NM_001038,NM_001159575,NM_001159576;281;129;148;8811;5274.21;8625
PRKAG2-AS1;NR_038926;3;5;1;15;17;19
MUC13;NM_033049;0;0;0;0;0;0
VKORC1;NM_024006,NM_206824;698;378;196;439;315;858
TPRX1;NM_198479;0;0;0;0;0;0
GLRX2;NM_001243399,NM_016066,NM_197962;286;193;124;220;70;505
MTMR10;NM_017762;209.8;263.04;101.19;449.61;410.44;651.51
CENPU;NM_024629,NR_104593;634.8;564.55;174.97;401.72;29.25;1194.13
NLGN4Y-AS1;NR_046504;0;0;0;0;0;0
EPOR;NM_000121,NR_033663;88;93;20;13;17;7
UBA3;NM_003968,NM_198195;324;264;153;1666;859;2681
MIR612;NR_030343;0;0;0;1;0;0
MIR1268A;NR_031672,NR_031672_chr15:22513228_22513280,NR_031672_chr19:3742815_3987432,NR_031672_chr9:131114325_131424415;0;0;0;0;0;0
PZP;NM_002864;2;15;1;0;0;0
OR13C8;NM_001004483;0;0;0;0;0;0
IL7R;NM_002185,NR_120485;0;0;1;21;3;384
LOC101927954;NR_121565;6.22;24.43;0;0.25;0;0
PRKAR2B;NM_002736;181;138;57;256;1000;247
PPTC7;NM_139283;181;226;99;1213;596;1727
TRAF3IP2-AS1;NR_034108,NR_034109,NR_034110,NR_034111;62;95.49;55;26.06;36.65;52.33
TNS4;NM_032865;72;61;59;616.61;1674.21;3262.91
CD14;NM_000591,NM_001040021,NM_001174104,NM_001174105;13;3;4;700;2677;644
MIR548I4;NR_031690;0;0;0;0;0;0
DSG1-AS1;NR_110788,NR_110789;0.58;0.51;0;0;0;0
SLC28A3;NM_001199633,NM_022127,NR_037638;1;0;0;59;314;53
FBXL18;NM_024963;1100;1040;425;470.53;494.12;802.41
LINC00630;NR_038988;71;85;50;24;43;57
TMEM42;NM_144638;44;21;17;100;131;195
CMTM4;NM_178818,NM_181521;1729;1563;812;3855;4582;5707
RNASEH2B-AS1;NR_046552;5;3;5;1;2;4
PHKA1;NM_001122670,NM_001172436,NM_002637;507;409;289;818;940;1502
DLGAP1-AS4;NR_102696;0;0;0;0;0;0
NRSN1;NM_080723;4;26;4;2.11;0;1.03
TMEM258;NM_014206;868;479;260;559;562;1082
TUSC1;NM_001004125;173;125;51;110;213;293
TMEM185B;NM_024121;1347;1083;563;922;948.01;1498
CTBS;NM_004388;197;137;160;444;458;707
LMAN1;NM_005570;2339;1115;1241;5286;2555;6583
RRP7B;NR_002184;125.33;161.12;51.94;49.18;94.91;211.53
CITED2;NM_001168388,NM_001168389,NM_006079;686;1057;274;1115;1240;1867
PITX3;NM_005029;0;0;0;1;0;1
LOC100996249;NR_110159,NR_110160;0;0;0;0;0;0
DYNLT1;NM_001291602,NM_001291603,NM_006519;445;341;150;634;544;1604
TAMM41;NM_001284401,NM_138807,NR_104314;197;167;76;86;73;194
ECHDC1;NM_001002030,NM_001105544,NM_001105545,NM_001139510,NM_018479;625;540;225;2458;1694;2861
LOC101928436;NM_001286997;0;0;0;0;0;0
INPP5F;NM_001243194,NM_001243195,NM_014937;448;404;221;731;596;1371
SEPT10;NM_144710,NM_178584,NR_047585;147;196;54;1298;849;2719
PPP1R18;NM_001134870,NM_133471;405;263;142;435;437;1136
MRPL27;NM_016504;916;624;259;351;372;974
SLC35D3;NM_001008783;0;2;1;0;0;0
NAA11;NM_032693;0;0;0;0;0;0
LOC101927730;NR_110841;0;0;0;0;0;0
NXPH3;NM_007225;24;25;16;7;6;1
ARL5B;NM_178815;936;709;431;532;321;712
TNFSF10;NM_001190942,NM_001190943,NM_003810,NR_033994;96;25;53;104;980;74
NPEPL1;NM_001204872,NM_001204873,NM_024663;1363.21;1459.2;544.69;118;202;369.85
ZNF574;NM_022752;449;308;144;223;427;483
ROS1;NM_002944;0;0;0;6989;1016;9578
EPB41L2;NM_001135554,NM_001135555,NM_001199388,NM_001252660,NM_001431;553;715;284;64;52;85
OSBP2;NM_001282738,NM_001282739,NM_001282740,NM_001282741,NM_001282742,NM_030758;144;168;75;2122;5218;7762
OCRL;NM_000276,NM_001587;1249;1075;577;758;975;1583
ARL13A;NM_001162491,NR_103708,NR_103709;5;7;3;2;1;0
SKIV2L2;NM_015360;1592.95;1352.1;815.12;2623.46;1615.07;3875.89
LINC00310;NR_027266,NR_027267;1;7;1;2;2;2
PIK3CB;NM_001256045,NM_006219;989;1322;512;558;927;841
EFNA4;NM_005227,NM_182689,NM_182690;188.91;114.57;93;147.67;146;215.83
CPSF3L;NM_001256456,NM_001256460,NM_001256462,NM_001256463,NM_017871;586;433;183;386;588;1046.63
ABLIM3;NM_001301015,NM_001301018,NM_001301027,NM_001301028,NM_014945;201;198;78;3841;1071;8168
COL4A3BP;NM_001130105,NM_005713,NM_031361;982;1001;465;1046;614;1066
SCTR;NM_002980;1;2;0;0;0;0
LOC100507389;NR_038455;0;0;0;0;0;0
NRL;NM_006177;17;18;2;7;17;9
MIR3116-2;NR_036059;0;0;0;0;0;0
ZDHHC11;NM_024786;59;44;18;4;20;5
GLUD1P3;NR_048575;45;62;24;16;26;37
DHRSX;NM_145177,NM_145177_chrY:2087554_2369015;260.61;132.8;95;370.76;259;442.79
CCP110;NM_001199022,NM_014711;618;679;237;754;635;1144
ARHGAP8;NM_001017526,NM_001198726,NM_181335;309;236;98;244;403;693
PTGDR2;NM_004778;1.87;4.12;0;1.08;1.01;5.44
AACS;NM_023928;1347;1127;495;1205;914;1734
SHANK3;NM_033517;61;47;23;13;96;103
PCDHB6;NM_001303145,NM_018939;8.21;20.5;11;0;0;0
ATAD3C;NM_001039211;2.91;12.27;8.26;30.9;57;40.7
CIDECP;NR_002786;75;61;30;19;25;56
SLC3A2;NM_001012662,NM_001012664,NM_001013251,NM_002394,NR_037193;5444;2610;2737;12726;4157;8541
CARD6;NM_032587;2;8;4;1105.56;554.41;943
SST;NM_001048;0;0;0;0;0;0
GZF1;NM_022482;806;669;353;477;317;587
LOC101927620;NR_110062;7;5;2;0;0;1
LINGO4;NM_001004432;9;14;3;0;9;0
LINC01234;NR_110025,NR_110026;2;2;0;0;1;0
FAM65A;NM_001193522,NM_001193523,NM_001193524,NM_024519;190;334;82;86;524;327
FAM198A;NM_001129908;18;18;7;0;0;0
NOD2;NM_001293557,NM_022162;6;2;4;24;66;48
ZNF257;NM_033468;21;9;18;0;0;0
ZP1;NM_207341;1;0;1;0;0;0
DPPA2P3;NR_027764;1;1;0;1;0;0
TOMM70A;NM_014820;2248.81;1462.88;981;2618.84;1826.17;4533.54
KDM4E;NM_001161630;0;0;0;0;0;0
EME2;NM_001257370;88;130;32;33;70;158
LINC01355;NR_110616;104;190;68;61;25;39
CATSPER4;NM_198137;0;0;0;0;0;0
PKP2;NM_001005242,NM_004572;370;331;136;625;387.77;1531
STARD6;NM_139171;0;0;0;1;1;1
SYCN;NM_001080468;0;0;0;1;6;2
LINC01239;NR_038977;39;54;17;0;0;1
C1orf56;NM_017860;246.33;189.05;104.55;68.04;57.48;95.28
LOC101929122;NR_121668;0;0;0;0;0;0
ARL4A;NM_001037164,NM_001195396,NM_005738,NM_212460;439;501;161;1010;402;1034
OR7E156P;NR_002171;0;0;0;0;0;0
C10orf131;NM_001130446;1;6;3;1;0;7
SNHG6;NR_002599;837.96;718.96;289.97;866.96;441;1740.97
MIR1288;NR_031698;0;0;0;0;0;0
NEFM;NM_001105541,NM_005382;0;0;0;0;0;0
C18orf32;NM_001035005,NM_001199346;203.3;176.71;51.99;126.44;249.63;628.17
USP3;NM_001256702,NM_006537,NR_046341,NR_046342;1617.69;1436.97;827.78;1020.06;1006.46;1290.08
SNORD88B;NR_003068;0;0;0;0;0;0
CECR2;NM_001290046,NM_001290047;25;5;17;1;0;1.01
LOC100288748;NR_034034;90;77;32;44;25.01;56.03
LOC100134868;NR_004846;90;72;38;27;18;54
AARSD1;NM_001261434;154;133;61.99;191.52;194.76;477.94
KLF6;NM_001160124,NM_001160125,NM_001300,NR_027653;725;1371;375;1378;832;6215
DMRT2;NM_001130865,NM_006557,NM_181872;4;5;4;0;0;0
TRAPPC6A;NM_001270891,NM_001270892,NM_001270893,NM_024108;385;276;114;125;562;325
DUSP1;NM_004417;351;225;172;1643;8313;7271
FAM9B;NM_205849;0;0;0;0;0;1
MIR519C;NR_030188;0;0;0;0;0;0
PELI1;NM_020651;99;98;46;236;332;251
LINC00563;NR_047493;0;0;0;0;0;0
FAM180A;NM_205855;0;0;0;0;0;1
TMED10P1;NR_002807;226.29;244.26;91.01;113.87;109.19;170.28
EVX2;NM_001080458;0;1;0;0;0;0
TMPRSS11E;NM_014058;23;47;24;199;4;323
FEZ1;NM_005103,NM_022549;80;33;37;0;1;0
EXD1;NM_001286441,NM_152596;1;2;3.01;0;0;0
MIR1269A;NR_031673;0;0;0;0;0;0
KIAA1875;NR_024207;66;113;26;15.01;39.01;28.98
KIAA0087;NR_022006;0;0;1;0;1;0
LOC100130539;NM_001258000;0;0;0;0;0;0
MRGBP;NM_018270;1628;1120;547;269;307;771
NME3;NM_002513;774;583;280;294;834;623
HLA-DRB6;NR_001298;4;6;2;0;1;0
LOC101928461;NR_125858;5;1;2;5;8;10
MIR6803;NR_106861;0;0;0;0;0;0
HIPK3;NM_001048200,NM_001278162,NM_001278163,NM_005734;1964;1951;821;3918;3864;4974
DRC1;NM_145038;1;1;0;0;1;0
AADACL2-AS1;NR_110202,NR_110203;0;0;0;0;0;0
DNAJB4;NM_007034;45;50;28;519;185;546
MEIS3P1;NR_002211;450.58;330.41;171.92;88.18;246.94;243.71
OR6Y1;NM_001005189;0;0;0;0;0;0
MED26;NM_004831;242;265;110;109;159;275
FHOD3;NM_001281739,NM_001281740,NM_025135;20;17;14;442;335;1384
MIR3118-1;NR_036061;0;0;0;0;0;0
SNORD116-30;NR_047032;0;0;0;0;0;0
SH3TC2;NM_024577;49;82;20;1099.67;1183.35;4814.91
FAM71B;NM_130899;0;0;0;0;0;0
LINC00906;NR_027318;0;0;0;0;0;0
SMIM22;NM_001253790,NM_001253791,NM_001253793,NM_001253794;210;132;65;112.27;338.01;282
KIAA1210;NM_020721;0;1;1;0;60.37;1
MYH7B;NM_020884;6;11;1;5;2;8
FAM196B;NM_001129891;0;0;0;9;4;44
PKN1;NM_002741,NM_213560;1437;1139;436;690;1142;2212
MIR509-1;NR_030236,NR_030236_chrX:146342049_146342143;0;0;0;0;0;0
FAM149A;NM_001006655,NM_015398;15;17;2;1;16;4
SMIM7;NM_001300925,NM_024104;1006;690;384;737;775;950
CNGA2;NM_005140;0;0;0;0;0;0
FGFR3;NM_000142,NM_001163213,NM_022965;374;396;162;3;126;15
LOC102724312;NR_125994,NR_125995,NR_125996;5;4;2;5;10;7
PRKX-AS1;NR_046643;0;2;0;1;1;0
MDK;NM_001012333,NM_001012334,NM_001270550,NM_001270551,NM_001270552,NM_002391,NR_073039;1502;606;667;50;288;66
TTC36;NM_001080441;4;3;0;2;94.91;5
SPDEF;NM_001252294,NM_012391;1554;848;386;7;160;8
GATAD1;NM_021167,NR_052016;937;830;411;852.94;1120.33;1842.73
P4HA3;NM_001288748,NM_182904,NR_110031;3;3;1;6;1;16
ARHGAP21;NM_020824;1398;1880;696;2447;1498;4408
CEMIP;NM_001293298,NM_001293304,NM_018689;124;112;53;6;31;49
TRIM44;NM_017583;1267;1316;629;1657;2364;3080
KLHL8;NM_001292003,NM_001292006,NM_001292007,NM_020803,NR_120447;586;534;252;488.5;489.37;887.01
RAB2A;NM_001242644,NM_002865;1854;1370;679;3517;2201;5815
HNRNPUL2-BSCL2;NR_037946;1096.13;1386.26;583.25;871.48;986.67;1557.01
FAM135A;NM_001105531,NM_001162529,NM_020819;7;9;3;710;328;1055
SNORD109B;NR_001289,NR_001289_chr15:25523489_25523556;0;0;0;0;0;0
DDX51;NM_175066;404;367;140;201.79;332.13;617.04
HSD17B7;NM_016371;183.4;128.69;77.57;181.28;124.33;422.54
CDH22;NM_021248;2;0;0;0;0;0
SH3PXD2A;NM_014631;129;79;105;3778.68;6909.88;3055.85
LINC01160;NR_034126;8.12;12;0;3;1.01;6
CRNDE;NR_034105,NR_034106,NR_110453,NR_110454;191;125;64;398;196;692
SPOCK2;NM_001134434,NM_001244950,NM_014767;11;25;13;28;58;31
FAM45B;NR_027141;14.82;27.78;10.53;11.98;15.3;18.79
C10orf91;NM_173541;1;2;3;1;3;10
FBXO36;NM_174899;93;66;43;99;134;218
PCDH8;NM_002590,NM_032949;28;3;16;0;0;0
KIAA0391;NM_001256678,NM_001256679,NM_001256680,NM_001256681,NM_014672;1351;1086;545;1090;665;1796
ITIH2;NM_002216;15;2;5;0;0;0
SPATA31D1;NM_001001670;0;0;0;0;0;0
PSMA1;NM_001143937,NM_002786,NM_148976;1843;1242;790;2393;1170;4145
SAA2;NM_001127380,NM_030754;0;1;0;38.41;23.1;34.18
TOX;NM_014729;0;0;0;2;1;1
IL37;NM_014439,NM_173202,NM_173203,NM_173204,NM_173205;1;0;0;0;0;1
DDI2;NM_032341;557;517;206;408;714;658
MIR603;NR_030334;0;0;0;0;0;0
SLC27A4;NM_005094;1745;892;738;611;219;1119
TMEM161A;NM_001256766,NM_017814;420;198;150;224;317;442
MCRS1;NM_001012300,NM_001278341,NM_006337;1337;918;390;611;883;1235
MC3R;NM_019888;0;0;0;0;0;0
HGF;NM_000601,NM_001010931,NM_001010932,NM_001010933,NM_001010934;0;0;0;9;0;2
KRTAP10-8;NM_198695;0;0;0;0;0;0
TM7SF3;NM_016551;2069;1326;876;3467.56;1204.32;3032.41
SNORA29;NR_002965;1;0;2;4;0;1
BRWD1;NM_001007246,NM_018963,NM_033656;9350;11007;5222;3104;2559;3449
PODXL;NM_001018111,NM_005397;1586;1611;849;393;508;689
XKR5;NM_001289973,NM_207411;0;0;1;0;0;0
LINC00502;NR_047467;0;0;0;0;0;0
GALE;NM_000403,NM_001008216,NM_001127621;446;278;141;438;587;1406
ZDHHC8P1;NR_003950;5;13;2;0;7;3
TMEM26-AS1;NR_120643,NR_120644,NR_120645;2.63;0.26;1.3;0;0;0
LOC100129461;NR_126015,NR_126016,NR_126017,NR_126018,NR_126019;14;16;7;5;7;11
LINC00460;NR_034119;0;0;0;2;4;20
REEP4;NM_025232;331;197;141;419;327;723
LOC101928896;NR_120566;2;3;1;2;0;0
LOC100129148;NR_033999;2.6;7.99;2.79;2.51;0;1.45
NBPF11;NM_001101663,NM_001101663_chr1:146032541_146066256,NM_183372,NM_183372_chr1:146032541_146082633,NR_046188,NR_046188_chr1:146032541_146082633,NR_110864,NR_110864_chr1:146032541_146082633;733.78;1137.8;487.43;155.58;292.07;296.09
HERC2;NM_004667;2795.21;2906.24;1292.47;1788.28;2413.2;2768.56
BAIAP2L1;NM_018842;662;457;354;1384.02;1871.15;3480
ALOX12;NM_000697;11;21;6;2;6;10
METTL7A;NM_014033;42;30;13;9515.49;4381.11;3221.88
ASAH2B;NM_001079516;37.39;31.94;23.58;4.93;15.05;43.51
MIR4753;NR_039908;0;0;0;0;0;0
GMCL1P1;NR_003281;0;0;1.01;0;0;1
METTL4;NM_022840;175;176;72;456;210;599
CYB5A;NM_001190807,NM_001914,NM_148923;401;260;145;367;786;1406
TMEM106C;NM_001143841,NM_001143842,NM_001143843,NM_024056;2137;1317;579;631;753;1590
AXDND1;NM_144696,NR_073544;1;3;1;1;4;1
LINC01482;NR_110825;0;1;0;1;0;0
MYO10;NM_012334;799;593;519;1616;1038;2838.44
SNORD114-1;NR_003193;0;0;0;0;0;0
ZBTB38;NM_001080412;877;1497;485;9903;4037;8289
HILS1;NR_024192,NR_024193;0;0;0;0;0;0
TAZ;NM_000116,NM_001303465,NM_181311,NM_181312,NM_181313,NR_024048;240;251.56;120;153.21;217;397.55
LINC00658;NR_038239,NR_038240;0;0;0;0;0;0
AMOTL1;NM_001301007,NM_130847;912;1343;295;2235;2735.01;4129.05
MIR662;NR_030384;0;0;0;0;0;0
GLTSCR1;NM_015711;93;108;38;26;104;78
C7orf66;NM_001024607;0;0;0;0;0;0
SNORA28;NR_002964;3;8;2;0;3;1
NBPF9;NM_001037675,NM_001277444,NM_001277444_chr1:148250248_148346929;1285.3;1645.91;591.83;692.66;489.12;1169.61
ST20-AS1;NR_028330;106.87;86.33;51.59;74.35;40.75;115.07
EPHB1;NM_004441;3;4;0;0;3;0
NEK11;NM_001146003,NM_024800,NM_145910;111;98;40;98;227;193
SLC18B1;NM_052831;9;1;6;621;310;682
LOC101927543;NR_125419;4;6;2;0;0;0
KCNJ15;NM_001276435,NM_001276436,NM_001276437,NM_001276438,NM_001276439,NM_002243,NM_170736,NM_170737;2;2;1;199;2;58
ABCD1;NM_000033;269;173;111;258;379;346
LOC101927273;NR_110755;0;2;1;0;0;0
TFDP2;NM_001178138,NM_001178139,NM_001178140,NM_001178141,NM_001178142,NM_006286;616.09;668;319;646.46;1010.97;901.44
MIR33A;NR_029507;0;0;0;0;0;0
GLI3;NM_000168;221;320;72;213;580;614
C19orf26;NM_152769;57;23;23;5;6;19
MIR542;NR_030399;0;0;0;0;0;0
C6;NM_000065,NM_001115131;0;0;0;1;0;0
IL20RA;NM_001278722,NM_001278723,NM_001278724,NM_014432;18;6;8;0;20;8
BSPRY;NM_017688;445;305;157;182;184;485
FAM49A;NM_030797;26;51;10;161;272;482
TERT;NM_001193376,NM_198253;11;10;5;0;0;6
FAM43A;NM_153690;100;68;32;88;177;190
LINC01391;NR_121649;5;6;0;0;0;1
C20orf62;NM_001287807;0;0;0;0;0;0
